year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
2000,45000,50000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2016,459999,73000,Diesel,Individual,Manual,First Owner,25.0,1498 CC,99.0,215Nm@ 1750-3000rpm,5.0
2014,325000,90000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2015,350000,50000,Petrol,Individual,Manual,Second Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2011,440000,80000,Diesel,Individual,Manual,Third Owner,22.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2011,320000,70000,Diesel,Individual,Manual,Second Owner,21.0,1396 CC,90.0,22.4 kgm at 1750-2750rpm,5.0
2011,169000,41000,Petrol,Individual,Manual,First Owner,18.0,995 CC,62.0,90.3Nm@ 4200rpm,5.0
2013,350000,50000,Petrol,Individual,Manual,Fourth & Above Owner,16.0,1198 CC,73.0,110Nm@ 3750rpm,5.0
2014,350000,113226,Diesel,Dealer,Manual,First Owner,19.0,1399 CC,67.0,160Nm@ 2000rpm,5.0
2013,310000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2007,150000,70000,Petrol,Individual,Manual,Third Owner,,,,,
2010,420000,160500,Diesel,Individual,Manual,Fourth & Above Owner,13.0,2179 CC,115.0,277.5Nm@ 1700-2200rpm,5.0
2015,685000,30000,Petrol,Individual,Automatic,First Owner,19.0,1373 CC,91.0,130Nm@ 4000rpm,5.0
2014,560000,132000,Diesel,Individual,Manual,Second Owner,19.0,1461 CC,108.0,245Nm@ 1750rpm,5.0
2013,470000,120000,Diesel,Individual,Manual,Third Owner,22.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2011,380000,80000,Petrol,Individual,Manual,Second Owner,16.0,1599 CC,103.0,14.9 KGM at 3000 RPM,5.0
2015,670000,57000,Diesel,Individual,Manual,Second Owner,15.0,1997 CC,120.0,280Nm@ 1800-2800rpm,7.0
2018,550000,5000,Petrol,Individual,Manual,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2016,749000,25000,Petrol,Individual,Manual,First Owner,17.0,1591 CC,121.0,154.9Nm@ 4200rpm,5.0
2015,899000,80000,Diesel,Individual,Manual,Second Owner,19.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2011,290000,88000,Diesel,Individual,Manual,Third Owner,16.0,1991 CC,123.0,305Nm@ 2000rpm,5.0
2014,869999,217000,Diesel,Individual,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1400-3400rpm,7.0
2015,350000,60000,Petrol,Individual,Manual,First Owner,20.0,1198 CC,67.0,104Nm@ 4000rpm,7.0
2017,500000,43000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2014,400000,77000,Diesel,Individual,Automatic,Second Owner,21.0,1498 CC,103.0,250Nm@ 1500-2500rpm,5.0
2016,260000,30000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2015,220000,40000,Petrol,Individual,Manual,Second Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2014,190000,139000,Diesel,Individual,Manual,Second Owner,18.0,1248 CC,73.0,172.5Nm@ 1750rpm,8.0
2016,400000,80000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2014,170000,76000,Diesel,Individual,Manual,Second Owner,25.0,936 CC,56.0,142.5Nm@ 1750rpm,5.0
2019,650000,3500,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,117nm@ 4000rpm,5.0
2007,60000,62000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2007,300000,110000,Petrol,Individual,Manual,Second Owner,12.0,2092 CC,127.0,"20@ 3,750(kgm@ rpm)",7.0
2012,125000,40000,Petrol,Individual,Manual,Second Owner,16.0,995 CC,62.0,90.3Nm@ 4200rpm,5.0
2013,130000,120000,Diesel,Individual,Manual,Second Owner,,,,,
2012,500000,1500000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2011,170000,70000,Petrol,Individual,Manual,Third Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2012,310000,77000,Diesel,Individual,Manual,Second Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2011,130000,110000,Petrol,Individual,Manual,Second Owner,18.0,995 CC,62.0,90.3Nm@ 4200rpm,5.0
2016,465000,20000,Petrol,Individual,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
1995,160000,90000,Diesel,Individual,Manual,Third Owner,,,,,
2005,800000,120005,Diesel,Individual,Automatic,Second Owner,11.0,2987 CC,198.0,"46.5@ 1,400-2,800(kgm@ rpm)",5.0
2012,260000,16830,Petrol,Individual,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2013,500000,70000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,63.0,180Nm@ 1440-1500rpm,9.0
2017,325000,38000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2013,400000,80000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,63.0,180Nm@ 1440-1500rpm,9.0
2018,3200000,50000,Diesel,Individual,Manual,First Owner,14.0,2755 CC,174.0,420Nm@ 1400-2600rpm,7.0
2007,200000,50000,Diesel,Individual,Manual,First Owner,17.0,1396 CC,52.0,85Nm@ 2500rpm,5.0
2013,450000,52000,Diesel,Individual,Manual,First Owner,17.0,1493 CC,100.0,240Nm@ 1600-2800rpm,7.0
2012,229999,50000,Diesel,Individual,Manual,First Owner,17.0,1405 CC,70.0,"13.5@ 2,500(kgm@ rpm)",5.0
2016,340000,30000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2014,550000,103000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2011,975000,93468,Diesel,Individual,Automatic,Second Owner,11.0,2953 CC,153.0,380Nm@ 2500rpm,7.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0,1595 CC,102.0,"15@ 3,800(kgm@ rpm)",5.0
2018,3250000,12000,Diesel,Individual,Automatic,First Owner,10.0,3198 CC,197.0,470Nm@ 1750-2500rpm,7.0
2013,280000,70000,Diesel,Individual,Manual,First Owner,25.0,1396 CC,69.0,140Nm@ 1800-3000rpm,5.0
2019,700000,4500,Petrol,Individual,Manual,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2012,259000,35000,Diesel,Individual,Manual,First Owner,23.0,1396 CC,69.0,140Nm@ 1800-3000rpm,5.0
2018,3200000,60000,Diesel,Individual,Automatic,First Owner,15.0,2755 CC,174.0,450Nm@ 1600-2400rpm,7.0
2018,1400000,30000,Diesel,Individual,Manual,First Owner,16.0,1997 CC,140.0,320Nm@ 1600-2800rpm,7.0
2015,416000,40000,Petrol,Individual,Automatic,First Owner,17.0,1499 CC,110.0,136Nm@ 4250rpm,5.0
2011,250000,70000,Diesel,Individual,Manual,First Owner,19.0,1248 CC,90.0,200Nm@ 1750-3000rpm,5.0
2010,210000,120000,Diesel,Individual,Manual,First Owner,21.0,1248 CC,88.0,200Nm@ 1750-3000rpm,5.0
2008,290000,120000,Diesel,Individual,Manual,Second Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,8.0
2012,220000,90000,Diesel,Individual,Manual,First Owner,23.0,1396 CC,69.0,140Nm@ 1800-3000rpm,5.0
2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.0,1396 CC,69.0,140Nm@ 1800-3000rpm,5.0
2018,260000,30000,Petrol,Individual,Manual,First Owner,16.0,796 CC,34.0,59Nm@ 2500rpm,8.0
2018,1050000,70000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2012,290000,60000,Diesel,Individual,Manual,First Owner,21.0,1248 CC,88.0,200Nm@ 1750-3000rpm,5.0
2013,310000,70000,Diesel,Individual,Manual,First Owner,25.0,1396 CC,69.0,140Nm@ 1800-3000rpm,5.0
2018,700000,6000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2016,550000,20000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,450000,70000,Diesel,Individual,Manual,First Owner,19.0,1405 CC,69.0,135Nm@ 2500rpm,5.0
2016,773000,65000,Petrol,Individual,Manual,First Owner,17.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
2017,450000,25000,Petrol,Individual,Manual,First Owner,23.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2019,409999,10000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2014,600000,80000,Petrol,Individual,Automatic,Second Owner,11.0,2496 CC,179.0,228Nm@ 4400rpm,5.0
2010,250000,63000,Petrol,Individual,Manual,First Owner,18.0,1199 CC,79.0,108Nm@ 4400rpm,5.0
2008,70000,100000,Diesel,Individual,Manual,First Owner,16.0,1405 CC,62.0,"12.5@ 2,500(kgm@ rpm)",5.0
2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.0,1198 CC,86.0,109Nm@ 4500rpm,5.0
2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.0,1968 CC,188.0,400nm@ 1750-3000rpm,5.0
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487 CC,214.0,202Nm@ 3600-5200rpm,5.0
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.0,3604 CC,280.0,347Nm@ 4300rpm,5.0
2018,1000000,4295,Petrol,Trustmark Dealer,Manual,First Owner,17.0,1496 CC,105.0,140Nm@ 4200rpm,5.0
2018,1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner,17.0,1496 CC,105.0,140Nm@ 4200rpm,5.0
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,2494 CC,157.0,213Nm@ 4500rpm,5.0
2018,925000,23712,Diesel,Trustmark Dealer,Manual,First Owner,28.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2018,430000,16589,Petrol,Trustmark Dealer,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,7.0
2016,675000,53201,Petrol,Trustmark Dealer,Manual,Second Owner,17.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,21.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,850000,53619,Diesel,Trustmark Dealer,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2018,640000,6001,Petrol,Dealer,Manual,First Owner,15.0,1496 CC,120.0,149Nm@ 4500rpm,5.0
2013,250000,80000,Diesel,Individual,Manual,First Owner,19.0,1405 CC,69.0,135Nm@ 2500rpm,5.0
2018,1250000,12000,Diesel,Individual,Manual,First Owner,19.0,1461 CC,108.0,245Nm@ 1750rpm,5.0
2017,889000,25000,Petrol,Individual,Manual,First Owner,17.0,1497 CC,121.0,150Nm@ 4500rpm,5.0
2017,750000,40000,Diesel,Individual,Manual,Second Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2010,320000,130000,Diesel,Individual,Manual,Third Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2011,600000,202000,Diesel,Individual,Manual,First Owner,17.0,1968 CC,138.0,320Nm@ 1750-2500rpm,5.0
2018,1000000,40000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2000,110000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993 CC,60.0,78Nm@ 4500rpm,5.0
2008,250000,120000,Petrol,Individual,Manual,Second Owner,17.0,1497 CC,78.0,"12.7@ 2,700(kgm@ rpm)",5.0
2015,600000,60000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2009,165000,60000,Petrol,Individual,Manual,First Owner,19.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2004,118000,60000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2016,700000,78000,Diesel,Individual,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2013,585000,80000,Diesel,Individual,Manual,Second Owner,20.0,1461 CC,83.0,200Nm@ 1900rpm,5.0
2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2003,65000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2006,150000,100000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2004,170000,160000,Diesel,Individual,Manual,Third Owner,13.0,1493 CC,82.0,187Nm@ 2500rpm,5.0
2006,250000,120000,Diesel,Individual,Manual,Third Owner,10.0,2179 CC,120.0,290Nm@ 1800-2800rpm,8.0
2005,100000,100000,Diesel,Individual,Manual,Third Owner,13.0,1493 CC,82.0,187Nm@ 2500rpm,5.0
2013,599000,60000,Diesel,Individual,Manual,Second Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2010,250000,135000,Diesel,Individual,Manual,Third Owner,18.0,1991 CC,147.0,327Nm@ 2600rpm,5.0
2016,570000,90000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2013,440000,75000,Diesel,Individual,Manual,Second Owner,22.0,1199 CC,73.0,180Nm@ 2000rpm,5.0
2005,300000,185000,Diesel,Individual,Manual,Second Owner,11.0,2494 CC,100.0,200Nm@ 1400-3400rpm,7.0
2015,300000,71717,Petrol,Individual,Automatic,Second Owner,19.0,1198 CC,76.0,104Nm@ 4400rpm,5.0
2011,500000,150000,Diesel,Individual,Automatic,Second Owner,11.0,2179 CC,120.0,290Nm@ 1800-2800rpm,8.0
2016,660000,55000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2012,256000,90000,Petrol,Individual,Manual,Second Owner,15.0,1596 CC,99.0,146Nm@ 3400rpm,5.0
2018,409999,35000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2015,1888000,120000,Diesel,Individual,Manual,Second Owner,12.0,2982 CC,168.0,343Nm@ 1400-3400rpm,7.0
2011,250000,100000,LPG,Individual,Manual,Second Owner,13.0,1086 CC,62.0,96.1Nm@ 3000rpm,5.0
2009,280000,40000,Petrol,Individual,Automatic,Third Owner,12.0,1799 CC,130.0,172Nm@ 4300rpm,5.0
2010,300000,100000,Diesel,Individual,Manual,First Owner,13.0,2489 CC,95.0,220Nm at 1400-2600 rpm,8.0
2016,900000,120000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,147.0,320Nm@ 1500-3000rpm,5.0
2014,190000,60000,Petrol,Individual,Manual,First Owner,19.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2019,800000,2000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,63.0,180Nm@ 1440-1500rpm,9.0
2012,450000,100000,Diesel,Individual,Manual,First Owner,14.0,2523 CC,75.0,200Nm@ 1400-2200rpm,8.0
2015,400000,110000,Diesel,Individual,Manual,First Owner,14.0,2489 CC,93.0,218Nm@ 1400-2600rpm,7.0
2009,150000,90000,Diesel,Individual,Manual,Second Owner,13.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2011,200000,84321,Diesel,Individual,Manual,First Owner,23.0,1396 CC,70.0,140Nm@ 1800-3000rpm,5.0
2013,600000,177000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2010,175000,60000,Diesel,Individual,Manual,First Owner,18.0,1248 CC,75.0,190 Nm at 1750  rpm ,5.0
2008,99000,205000,Diesel,Individual,Manual,Second Owner,19.0,1396 CC,69.0,135Nm@ 2500rpm,5.0
2008,215000,70000,Petrol,Individual,Manual,Second Owner,20.0,1197 CC,78.0,111.8Nm@ 4000rpm,5.0
2011,190000,70000,Petrol,Individual,Manual,Third Owner,,,,,
2013,520000,126000,Diesel,Individual,Manual,Second Owner,19.0,1461 CC,108.0,248Nm@ 2250rpm,5.0
2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,10.0,3198 CC,197.0,470Nm@ 1750-2500rpm,7.0
2015,285000,70000,Diesel,Individual,Manual,First Owner,19.0,1405 CC,70.0,135.4Nm@ 2500rpm,5.0
2017,660000,82000,Diesel,Individual,Manual,First Owner,18.0,1493 CC,100.0,240Nm@ 1600-2800rpm,7.0
2004,31504,110000,Petrol,Individual,Manual,Third Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2012,295000,70000,Diesel,Individual,Manual,Second Owner,21.0,1461 CC,84.0,200Nm@ 2000rpm,5.0
2015,700000,80000,Diesel,Individual,Manual,Second Owner,20.0,1461 CC,83.0,200Nm@ 1900rpm,5.0
2017,1100000,45000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,120.0,280Nm@ 1800-2800rpm,7.0
2017,300000,60000,Petrol,Individual,Manual,First Owner,20.0,998 CC,68.0,94.14Nm@ 3500rpm,5.0
2013,450000,41800,Petrol,Individual,Manual,First Owner,18.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2010,135000,132000,Petrol,Individual,Manual,Second Owner,,,,,
2017,700000,50000,Diesel,Individual,Manual,Second Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2012,250000,40000,Diesel,Individual,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2009,140000,96000,Petrol,Individual,Manual,Second Owner,18.0,1061 CC,67.0,84Nm@ 3500rpm,5.0
2012,250000,117000,Diesel,Individual,Manual,First Owner,14.0,2498 CC,112.0,260 Nm at 1800-2200 rpm,8.0
2011,210000,110000,Petrol,Individual,Manual,Second Owner,19.0,1086 CC,68.0,99.04Nm@ 4500rpm,5.0
2014,420000,100000,Diesel,Individual,Manual,Second Owner,25.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2007,130000,88700,Petrol,Individual,Manual,Third Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2012,320000,70000,Petrol,Individual,Manual,Second Owner,16.0,1498 CC,97.0,134Nm@ 4000rpm,5.0
2010,200000,110000,Petrol,Individual,Manual,Second Owner,17.0,1061 CC,64.0,"8.6@ 3,500(kgm@ rpm)",5.0
2016,310000,15000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2012,200000,80000,Diesel,Individual,Manual,Second Owner,20.0,1461 CC,65.0,160Nm@ 2000rpm,5.0
2014,350000,50000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2018,444000,15000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2017,300000,25000,Petrol,Individual,Manual,First Owner,22.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2011,225000,57000,Diesel,Individual,Manual,Second Owner,21.0,1461 CC,64.0,160Nm@ 2000rpm,5.0
2012,600000,75000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2013,260000,26000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2015,375000,160000,Diesel,Individual,Manual,First Owner,24.0,1120 CC,71.0,180.4Nm@ 1750-2500rpm,5.0
2013,260000,26000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2010,150000,120000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2014,110000,50000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2012,225000,40000,Petrol,Individual,Manual,First Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2011,400000,90000,Diesel,Individual,Manual,Third Owner,,,,,
2005,93000,120000,Petrol,Individual,Manual,Third Owner,,,,,
2017,860000,28000,Petrol,Individual,Manual,First Owner,17.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
2018,650000,50000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2014,650000,90000,Diesel,Individual,Manual,First Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2016,710000,40000,Diesel,Individual,Manual,First Owner,24.0,1396 CC,88.0,219.7Nm@ 1750-2750rpm,5.0
2017,430000,113000,Diesel,Individual,Manual,First Owner,25.0,1498 CC,99.0,215Nm@ 1750-3000rpm,5.0
2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2010,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948 CC,90.0,190Nm@ 2000-3000,9.0
2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.0,1493 CC,100.0,240Nm@ 1600-2800rpm,7.0
2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.0,936 CC,57.0,150Nm@ 1750rpm,5.0
2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.0,1798 CC,138.0,173Nm@ 4000rpm,5.0
2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.0,2179 CC,187.0,450Nm@ 2000rpm,5.0
2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498 CC,108.0,250Nm@ 1500-3000rpm,5.0
2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.0,1493 CC,100.0,13.1kgm@ 4600rpm,5.0
2001,60000,71000,Petrol,Individual,Manual,Second Owner,,,,,
2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.0,1497 CC,116.0,146Nm@ 4800rpm,5.0
2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.0,1197 CC,81.0,113.75nm@ 4000rpm,5.0
2018,475000,30000,Petrol,Individual,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.0,1968 CC,174.0,380Nm@ 1750-2500rpm,5.0
2020,2125000,5500,Diesel,Dealer,Manual,First Owner,26.0,1597 CC,118.0,300Nm@ 2000rpm,5.0
2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.0,1998 CC,190.0,400nm@ 1750-2500rpm,5.0
2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.0,2755 CC,171.0,360Nm@ 1200-3400rpm,8.0
2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.0,1086 CC,68.0,99Nm@ 4500rpm,5.0
2018,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596 CC,80.0,230Nm@ 1800-2000rpm,5.0
2019,484999,4875,Petrol,Dealer,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2020,1950000,2700,Diesel,Dealer,Automatic,First Owner,17.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2018,950000,58511,Diesel,Dealer,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2015,365000,105000,Diesel,Dealer,Manual,First Owner,25.0,1498 CC,99.0,215Nm@ 1750-3000rpm,5.0
2018,900000,26235,Diesel,Dealer,Manual,First Owner,16.0,2498 CC,105.0,247Nm@ 1800-2000rpm,6.0
2017,919999,26766,Diesel,Dealer,Manual,First Owner,21.0,1497 CC,108.0,260Nm@ 1500-2750rpm,5.0
2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.0,1451 CC,141.0,250Nm@ 1600-3600rpm,5.0
2018,2950000,46000,Diesel,Dealer,Manual,First Owner,15.0,2148 CC,170.0,"42@ 2,000(kgm@ rpm)",5.0
2019,1075000,23000,Diesel,Dealer,Manual,First Owner,17.0,1497 CC,121.0,300Nm@ 1750-2500rpm,7.0
2017,600000,24522,Petrol,Dealer,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,22.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,2600000,11000,Diesel,Dealer,Automatic,First Owner,19.0,1968 CC,141.0,320Nm@ 1750-3000rpm,5.0
2016,839000,63000,Diesel,Dealer,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2019,635000,2000,Petrol,Dealer,Manual,First Owner,16.0,1199 CC,74.0,110Nm@ 3000-4300rpm,5.0
2014,550000,300000,Diesel,Individual,Manual,Third Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,8.0
2011,180000,190000,Diesel,Individual,Manual,Third Owner,19.0,1461 CC,65.0,"16@ 2,000(kgm@ rpm)",5.0
2015,650000,80000,Diesel,Individual,Manual,First Owner,26.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2011,350000,80000,Petrol,Individual,Manual,Second Owner,16.0,1198 CC,90.0,110(11.2)@ 4800,5.0
2015,265000,54000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,330000,30000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2019,395000,5000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,7.0
2015,700000,58945,Diesel,Individual,Manual,First Owner,18.0,1493 CC,100.0,240Nm@ 1600-2800rpm,7.0
2012,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2011,650000,375000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2013,625000,160000,Diesel,Individual,Manual,Third Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2014,425000,80000,Diesel,Individual,Manual,Second Owner,15.0,1598 CC,103.0,250Nm@ 1500-2500rpm,5.0
