Retail Branding,Marketing Name,Device,Model
Haier,LE32U5000A,LE32U5000A,LE32U5000A
Haier,LE39M7000CF,LE39M7000CF,LE39M7000CF
Haier,LE40U5000A,LE40U5000A,LE40U5000A
Haier,LE43B7600A,LE43B7600A,LE43B7600A
Haier,LE43U5000A,LE43U5000A,LE43U5000A
Haier,LE48M7000CF,LE48M7000CF,LE48M7000CF
Haier,LE49U5000A,LE49U5000A,LE49U5000A
Haier,LE55M7000CF,LE55M7000CF,LE55M7000CF
Haier,Logicom S9782,Logicom-S9782,Logicom-S9782
Haier,M7808,M7808,M7808
Haier,MD-01P,MD-01P,MD-01P
Haier,MD210,MD210,MD210
Haier,MEGAFON MS3A,Megafon,MS3A
Haier,MT-700,MT-700,MT-700
Haier,MXG308,MXG308,MXG308
Haier,MXG408,MXG408,MXG408
Haier,NEO10-1,NEO10-1,NEO10-1
Haier,NEO7-1,NEO7-1,NEO7-1
Haier,NEO7-2,NEO7-2,NEO7-2
Haier,NEO8-1,NEO8-1,NEO8-1
Haier,P2,P2,P2
Haier,PAD1021,PAD1021,PAD1021
Haier,PAD1042,PAD1042,PAD1042
Haier,PAD712,PAD712,PAD712
Haier,PAD722,PAD722,PAD722
Haier,PAD841,PAD841,PAD841
Haier,PADCT1010W,PADCT1010W,PADCT1010W
Haier,PAD_1042,PAD_1042,PAD_1042
Haier,PNDPP410GP,PNDPP410GP,PNDPP410GP
Haier,PNDPP44Q7GPBLK,PNDPP44Q7GPBLK,PNDPP44Q7GPBLK
Haier,PNDPP47GP,PNDPP47GP,PNDPP47GP
Haier,SP-5100,SP-5100,SP-5100
Haier,Skill,Skill,Skill
Haier,Smartfren Andromax AD681H,AD681H,Smartfren Andromax AD681H
Haier,Smartfren Andromax AD9A1H,AD9A1H,Smartfren Andromax AD9A1H
Haier,StarQ_Q5002,StarQ_Q5002,Q5002
Haier,T785B,T785B,T785B
Haier,TAB-700,TAB_700,TAB-700
Haier,TAB-700,TAB_700,TAB700MPG
Haier,TMK27A2,TMK27A2,TMK27A2
Haier,V3,V3,V3
Haier,Voyage V6,HM-V6,HM-V6
Haier,W717,W717,W717
Haier,W757,W757,W757
Haier,W860,W860,W860
Handheld Group,Algiz RT7,algizRT7,Algiz RT7
Handheld Group,HandHeld NAUTIZ X2,NAUTIZ_X2,NAUTIZ_X2
HannSpree,HSG1341,mid1024_e,HSG1341
HannSpree,HSG1351,rk3368_32,HSG1351
HannSpree,HSG1360,HANNSPAD,HSG1360
Harris,Harris 12131-1000,msm8660_cougar,Harris 12131-1000
Harris,LMC-1000,granite,LMC-1000
Helio,S2,WBL7519SY,S2
Helio,S25,HelioS25,S25
HighScreen,Bay,Bay,Bay
HighScreen,Power Five,PowerFive,PowerFive
HighScreen,Power Four,PowerFour,PowerFour
HighScreen,Power Ice,BBL7353RV,Power Ice
HighScreen,Power Rage,PowerRage,Power Rage
HighScreen,PowerIceMax,PowerIceMax,Power Ice Max
HighScreen,PowerRageEvo,PowerRageEvo,Power Rage Evo
HighScreen,Prime L,PrimeL,Prime L
HighScreen,Tasty,Tasty,Tasty
Hipstreet,785TB4,785TB4,785TB4
Hipstreet,7DTB25,7DTB25,7DTB25
Hipstreet,7DTB37,7DTB37,7DTB37
Hipstreet,9DTB38,9DTB38,9DTB38
Hipstreet,9DTB39,9DTB39,9DTB39
Hipstreet,Beeline Smart 4,Beeline_Smart_4,Beeline Smart 4
Hipstreet,Beeline Smart 5,Beeline_Smart_5,Beeline Smart 5
Hipstreet,CP-VL5A,CP-VL5A,CP-VL5A
Hipstreet,ETAB_M7023G,ETAB_M7023G,ETAB_M7023G
Hipstreet,Electron,8DTB38,8DTB38
Hipstreet,Electron 2,8DTB40,8DTB40
Hipstreet,F100,f100_65u,f100_65u
Hipstreet,HS-10DTB12,Hipstreet,HS-10DTB12
Hipstreet,HS-10DTB12A,10DTB12A,10DTB12A
Hipstreet,HS-10DTB12A,RCT6203W46,HS_10DTB12A
Hipstreet,HS-10DTB41,HS-10DTB41-8GB,HS-10DTB41-8GB
Hipstreet,HS-7DTB27,HS-7DTB27,HS-7DTB27
Hipstreet,HS-7DTB35,HS-7DTB35,HS-7DTB35
Hipstreet,HS-7DTB35,RCT6773W22,HS_7DTB35
Hipstreet,HS-7DTB39,HS-7DTB39,HS-7DTB39
Hipstreet,HS-7DTB40,HS-7DTB40-8GB,HS-7DTB40-8GB
Hipstreet,HS-9DTB7A,HS-9DTB7A,HS-9DTB7A
Hipstreet,Hipstreet HS-10DTB8,HS-10DTB8,HS-10DTB8
Hipstreet,Joey Jet 2,Joey_Jet_2,Dtac phone Joey Jet 2
Hipstreet,LS-4004,LS-4004,LS-4004
Hipstreet,LS-5013,LS-5013,LS-5013
Hipstreet,LS-5017,LS-5017,LS-5017
Hipstreet,LS-5507,LYF_LS_5507,LS-5507
Hipstreet,LS-6001,LS-6001,LS-6001
Hipstreet,Micron,7DTB41,7DTB41
Hipstreet,Nanho T775,Nanho_T775,Nanho_T775
Hipstreet,Phantom,Phantom,10DTB10
Hipstreet,Phantom2,10DTB44,10DTB44
Hipstreet,Phoenix2,Phoenix2,Phoenix2
Hipstreet,Pilot,10DTB42,10DTB42
Hipstreet,Synergy,11DTB1,11DTB1
Hipstreet,Yupiroid,Yupiroid,Yupiroid
Hisense,,AD683G,AD683G
Hisense,,AD685G,New Andromax-i
Hisense,,E820,HS-E820
Hisense,,E910,E910
Hisense,,E910,HS-E910
Hisense,,E912,HS-E912
Hisense,,E912S,HS-E912S
Hisense,,E920,HS-E920
Hisense,,E926,E926
Hisense,,E930,HS-E930
Hisense,,E956,HS-E956
Hisense,,E956Q,HS-E956Q
Hisense,,EG870,HS-EG870
Hisense,,EG876,HS-EG876
Hisense,,EG901,HS-EG901
Hisense,,EG909,HS-EG909
Hisense,,EG950,HS-EG950
Hisense,,EG970,HS-EG970
Hisense,,P4013,MEDION-P4013
Hisense,,SIMPlus,MegaFon SIM+
Hisense,,T818,HS-T818
Hisense,,TP9101,HS-M170AT
Hisense,,TP9102,M1101AT
Hisense,,U2,U2
Hisense,,U8,HS-U8
Hisense,,U820,HS-U820
Hisense,,U820A,HS-U820
Hisense,,U820A,U1+
Hisense,,U820AVN,HS-U820
Hisense,,U860,HS-U860
Hisense,,U909,HS-U909
Hisense,,U909B,HS-U909B
Hisense,,U909B_6,HS-U909
Hisense,,U909B_MN,U2S
Hisense,,U912,HS-U912
Hisense,,U950,HS-U950
Hisense,,U950_6,HS-U950
Hisense,,U950_MN,U3
Hisense,,U950_ae,HS-U950
Hisense,,U958,HS-U958
Hisense,,U960Q,HS-U960Q
Hisense,,W2400,W2400
Hisense,,m3101,M3101BW
Hisense,,m370,M370BW
Hisense,,t909,HS-T909
Hisense,,t950,HS-T950
Hisense,,t958,HS-T958
Hisense,,t960,HS-T960
Hisense,55H6SG,Vision,Vision
Hisense,Andromax-c,AD686G,Andromax-c
Hisense,C-4,C_4,C-4
Hisense,C1,HS8929QC,Hisense C1
Hisense,C1AE,HS8929QC,Hisense C1
Hisense,C1AE-1,HS8929QC,Hisense C1
Hisense,C1AE-2,HS8929QC,Hisense C1
Hisense,C1BE,HS8929QC,Hisense C1
Hisense,C1M,HS8929QC,Hisense C1M
Hisense,C1T,HS8929QC,Hisense C1T
Hisense,C20F,HS8929QC,Hisense C20
Hisense,C20FE-1,HS8929QC,Hisense C20
Hisense,C20S,C20S,Hisense C20S
Hisense,C20W,HS8929QC,Hisense C20
Hisense,C30,HS8937QC,Hisense C30
Hisense,C30,HS8937QC,Hisense C30_02
Hisense,CMB405,L690AE,CMB405
Hisense,CMB501,u970_carrefour,CMB501
Hisense,CMB510,L696,CMB510
Hisense,D2-M,HS6735MT,D2-M
Hisense,E10,HS8909QC,E10
Hisense,E100T,E100T,Hisense E100T
Hisense,E100TAE,E100TAE,LT-W1
Hisense,E200T,E200T,HS-E200T
Hisense,E2070,mt8312,E2070
Hisense,E20T,HS8952QC,Hisense E20T
Hisense,E2371CH,rk3026,E2371CH
Hisense,E260T,E260T,HS-E260T
Hisense,E260U,E260U,Hisense E260U
Hisense,E270BSA,E270BSA,E270BSA
Hisense,E51-F,HS8909QC,Hisense E51
Hisense,E51-W,HS8909QC,Hisense E51
Hisense,E600MH02,E600MH02,HS-E600M
Hisense,E601M,E601M,E601M
Hisense,E70-T,HS8929QC,Hisense E70-T
Hisense,E71-M,HS8929QC,Hisense E71-M
Hisense,E71-T,HS8929QC,Hisense E71-T
Hisense,E75M,HS8929QC,Hisense E75M
Hisense,E75T,HS8929QC,Hisense E75T
Hisense,E76,HS8937QC,Hisense E76
Hisense,E76E_11,HS8937QC,Hisense E76
Hisense,E860,E860,E860
Hisense,E9,HS8937QC,Hisense E9
Hisense,EG680,eg980ae,EG680
Hisense,EG68AE,EG668AE,LT668
Hisense,EG929,EG929_TW,EG929
Hisense,EG950,EG950TW,EG950
Hisense,EG970,EG970TW,EG970
Hisense,EG978,EG978,HS-EG978
Hisense,EG98,EG98,EG98
Hisense,EG98,EG98TW,EG98
Hisense,EG981,EG981,HS-EG981
Hisense,F20,HS8909QC,F20
Hisense,F20T,HS8909QC,Hisense F20T
Hisense,F21T,HS8909QC,Hisense F21T
Hisense,F22,HS6737MT,F22
Hisense,F270BW,F270BW,F270BW
Hisense,F30,HS6735MT,F30
Hisense,F31,HS8937QC,Hisense F31
Hisense,F31E_11,HS8937QC,Hisense F31
Hisense,F31M,HS8937QC,Hisense F31M
Hisense,F5070,mt8389,F5070
Hisense,F5180,f5180,F5180
Hisense,F5281CH,rk3288,F5281CH
Hisense,G1,G1,G1
Hisense,G2-3GP,G2-3GP,G2-3GP
Hisense,G610M,G610M,Hisense G610M
Hisense,H800T,H800T,HS-H800T
Hisense,H910,HS8929QC,Hisense H910
Hisense,H910,HS8939QC,Hisense H910
Hisense,H910-F01,HS8939QC,Hisense H910
Hisense,HIsense E50-T,HS8909QC,Hisense E50-T
Hisense,HS- G610,HS8916QC,HS-G610
Hisense,HS- L682,HS8916QC,HS-L682
Hisense,HS-E600M,E600M,HS-E600M
Hisense,HS-E620M,E620M,HS-E620M
Hisense,HS-E917,E917,HS-E917
Hisense,HS-E936,E936,HS-E936
Hisense,HS-E968,E968,HS-E968
Hisense,HS-EG929,EG929,HS-EG929
Hisense,HS-EG929,EG929,msm8625
Hisense,HS-EG939,EG939,HS-EG939
Hisense,HS-EG958,EG958,HS-EG958
Hisense,HS-EG966,EG966,HS-EG966
Hisense,HS-EG971,EG971,HS-EG971
Hisense,HS-EG980,eg980,HS-EG980
Hisense,HS-EG98C,EG98C,HS-EG98C
Hisense,HS-G610,HS8916QC,HS-G610
Hisense,HS-I630M,msm8226,HS-I630M
Hisense,HS-I630T,msm8226,HS-I630T
Hisense,HS-T9,T9,HS-T9
Hisense,HS-T926,t926,HS-T926
Hisense,HS-T928,t928,HS-T928
Hisense,HS-T939,HS-T939,HS-T939
Hisense,HS-T959,t959,HS-T959
Hisense,HS-T959S,t959s,HS-T959S
Hisense,HS-T959S1,t959s1,HS-T959S1
Hisense,HS-T966,HS-T966,HS-T966
Hisense,HS-T967,HS-T967,HS-T967
Hisense,HS-T968,t968,HS-T968
Hisense,HS-T968S,t968s,HS-T968S
Hisense,HS-T970,t970,HS-T970
Hisense,HS-T978,t978,HS-T978
Hisense,HS-T980,t980,HS-T980
Hisense,HS-U601,HS7731SP,HS-U601
Hisense,HS-U820,U820B,HS-U820
Hisense,HS-U9,U9,HS-U9
Hisense,HS-U912,U912A_1,HS-U912
Hisense,HS-U912,U912B,HS-U912
Hisense,HS-U912,U912C,HS-U912
Hisense,HS-U929,u929de,HS-U929
Hisense,HS-U929,u929de_3,HS-U929
Hisense,HS-U936,U936,HS-U936
Hisense,HS-U939,u939,HS-U939
Hisense,HS-U939,u939e_1,HS-U939
Hisense,HS-U939,u939e_3,HS-U939
Hisense,HS-U939,u939e_4,HS-U939
Hisense,HS-U939,u939e_5,HS-U939
Hisense,HS-U950,U950_5,HS-U950
Hisense,HS-U961,HS6572MT,HS-U961
Hisense,HS-U961,u961,HS-U961
Hisense,HS-U961,u961e_1,HS-U961
Hisense,HS-U966,u966,HS-U966
Hisense,HS-U966,u966ae,HS-U966
Hisense,HS-U970,u970e_6,HS-U970
Hisense,HS-U970,u970s_export,HS-U970
Hisense,HS-U970E,u970t,HS-U970E
Hisense,HS-U971,U971AE,HS-U971
Hisense,HS-U978,u978,HS-U978
Hisense,HS-U98,U98,U98
Hisense,HS-U98,U98_FR,HS-U98
Hisense,HS-U980,u980,HS-U980
Hisense,HS-U980,u980b,HS-U980
Hisense,HS-U980,u980be,HS-U980
Hisense,HS-U980,u980be_1,HS-U980
Hisense,HS-U980,u980be_2,HS-U980
Hisense,HS-U980,u980ce_1,HS-U980
Hisense,HS-U980,u980ce_3,HS-U980
Hisense,HS-U980,u980ce_4,HS-U980
Hisense,HS-U980,u980ce_5,HS-U980
Hisense,HS-X5T,X5T,HS-X5T
Hisense,HS-X68T,x68t,HS-X68T
Hisense,HS-X6T,X6T,HS-X6T
Hisense,HS-X8C,x8c,HS-X8C
Hisense,HS-X8T,X8T,HS-X8T
Hisense,HS-X8U,x8u,HS-X8U
Hisense,Hisense A2,HS8937QC,Hisense A2
Hisense,Hisense D1-M,D1_M,Hisense D1-M
Hisense,Hisense D5,HS8909QC,Hisense D5
Hisense,Hisense E360M,e360m,Hisense E360M
Hisense,Hisense E51-M,HS8909QC,Hisense E51-M
Hisense,Hisense E602T,E602T,Hisense E602T
Hisense,Hisense E613M,E613M,Hisense E613M
Hisense,Hisense E620M,E602M,Hisense E602M
Hisense,Hisense E621T,E621T,Hisense E621T
Hisense,Hisense E622M,E622M,Hisense E622M
Hisense,Hisense E625T,E625T,Hisense E625T
Hisense,Hisense EG606,EG606_TW,EG606
Hisense,Hisense F10,HS6737MT,BM001
Hisense,Hisense F10,HS6737MT,Hisense F10
Hisense,Hisense F102,HS6737MT,Hisense F102
Hisense,Hisense F20,HS8909QC,Hisense F20
Hisense,Hisense F22,HS8917QC,Hisense F22
Hisense,Hisense F22M,HS8917QC,Hisense F22M
Hisense,Hisense F23,HS6737MT,Hisense F23
Hisense,Hisense F23,HS8917QC,Hisense F23
Hisense,Hisense F30,HS6735MT,Hisense F30
Hisense,Hisense I631M,i631m,Hisense I631M
Hisense,Hisense I632M,I632M,Hisense I632M
Hisense,Hisense I632T,I632T,Hisense I632T
Hisense,Hisense I635T,HS8916QC,Hisense I635T
Hisense,Hisense I639M,I639M,Hisense I639M
Hisense,Hisense I639T,I639T,Hisense I639T
Hisense,Hisense I639T,I639TA,Hisense I639T
Hisense,Hisense I639T,I639TA1,Hisense I639T
Hisense,Hisense L675,HS6735MT,Hisense L675
Hisense,Hisense L682,HS8916QC,HS-L682
Hisense,Hisense L682,HS8916QC,Hisense L682
Hisense,Hisense M10-M,HS9830SP,Hisense M10-M
Hisense,Hisense M20- T,HS8909QC,Hisense M20-T
Hisense,Hisense M30,HS8909QC,Hisense M30
Hisense,Hisense M30M,HS9830SP,Hisense M30M
Hisense,Hisense M30T,HS8909QC,Hisense M30T
Hisense,Hisense T963,HS7331CSC,Hisense T963
Hisense,Hisense TV,hisense_gx1200v,hisense_gx1200v
Hisense,Hisense U601S,HS7731CSP,Hisense U601S
Hisense,Hisense U963,HS7331CSC,Hisense U963
Hisense,Hisense U989,HS6580MT,Hisense U989
Hisense,Hisense U989 Pro,HS6580MT,Hisense U989 Pro
Hisense,I300T,I300T,Hisense I300T
Hisense,I56D2G,HS8929QC,Andromax I56D2G
Hisense,I630U,I630U,Hisense I630U
Hisense,K220_FHD,mst628,K220_FHD
Hisense,L635E_1,HS8916QC,Trekker-M1
Hisense,L671,HS8929QC,HS-L671
Hisense,L671,HS8929QC,Hisense L671
Hisense,L671W,HS8929QC,HS-L671
Hisense,L671W,HS8929QC,Hisense L671
Hisense,L671WE_1,HS8929QC,Hisense L671
Hisense,L671WE_2,HS8929QC,Hisense L671
Hisense,L676BE-1,HS8929QC,Hisense L676
Hisense,L676BE-2,HS8929QC,Hisense L676
Hisense,L678,HS8916QC,Hisense L678
Hisense,L681,HS8916QC,L681
Hisense,L691,l691,HS-L691
Hisense,L691,l691e_2,HS-L691
Hisense,L691AE,msm8226,HS-L691
Hisense,L695,HS8929QC,HS-L695
Hisense,L695W,HS8929QC,HS-L695
Hisense,L695W,HS8929QC,Hisense L695
Hisense,L695WE_2,HS8929QC,Hisense L695
Hisense,L697,HS8952QC,L697
Hisense,L730,HS8937QC,STARADDICT 6
Hisense,LED32G180,hisenseLED32G180,LED32G180
Hisense,LED32K220,mst628,LED32K220
Hisense,LED32K280J3D,mt5880,LED32K280J3D
Hisense,LED32K360,mt5880,LED32K360
Hisense,LED32K360J,mt5880,LED32K360J
Hisense,LED32K360J3D,mt5880,LED32K360J3D
Hisense,LED32K360X3D,mt5880,LED32K360X3D
Hisense,LED32K370,mt5880,LED32K370
Hisense,LED32K600J,mt5880,LED32K600J
Hisense,LED32K600X3D,mt5880,LED32K600X3D
Hisense,LED32K610X3D,mt5880,LED32K610X3D
Hisense,LED32L288,mt5880,LED32L288
Hisense,LED39K280J3D,mt5880,LED39K280J3D
Hisense,LED39K360J,mt5880,LED39K360J
Hisense,LED39K360X3D,mt5880,LED39K360X3D
Hisense,LED39K600X3D,mt5880,LED39K600X3D
Hisense,LED39K600X3DU,mst901,LED39K600X3DU
Hisense,LED39K610X3D,mt5880,LED39K610X3D
Hisense,LED39K680X3DU,mt5327,LED39K680X3DU
Hisense,LED40K260X3D,mt5880,LED40K260X3D
Hisense,LED40K360J,mt5880,LED40K360J
Hisense,LED40K360X3D,mt5880,LED40K360X3D
Hisense,LED40K370,mt5880,LED40K370
Hisense,LED40K681X3DU,msd6a918,LED40K681X3DU
Hisense,LED40L288,mt5880,LED40L288
Hisense,LED42G200,hisenseLED42G200,LED42G200
Hisense,LED42K280J3D,mt5880,LED42K280J3D
Hisense,LED42K330X3D,mt5880,LED42K330X3D
Hisense,LED42K360J,mt5880,LED42K360J
Hisense,LED42K360X3D,mt5880,LED42K360X3D
Hisense,LED42K370,mt5880,LED42K370
Hisense,LED42K380U,msd6a918,LED42K380U
Hisense,LED42K560X3D,hisenseLED42K560X3D,LED42K560X3D
Hisense,LED42K600A3D,mt5880,LED42K600A3D
Hisense,LED42K600X3D,mt5880,LED42K600X3D
Hisense,LED42K610J3DP,mt5880,LED42K610J3DP
Hisense,LED42K610X3D,mt5880,LED42K610X3D
Hisense,LED42K660X3D,hisenseLED42K660X3D,LED42K660X3D
Hisense,LED42K680X3DU,mt5327,LED42K680X3DU
Hisense,LED42L288,mt5880,LED42L288
Hisense,LED46K260X3D,mt5880,LED46K260X3D
Hisense,LED46K280J3D,mt5880,LED46K280J3D
Hisense,LED46K330X3D,mt5880,LED46K330X3D
Hisense,LED46K360J,mt5880,LED46K360J
Hisense,LED46K360X3D,mt5880,LED46K360X3D
Hisense,LED46K660X3D,hisense6a801,LED46K660X3D
Hisense,LED47K560J3D,hisenseLED47K560J3D,LED47K560J3D
Hisense,LED47K600X3D,mt5880,LED47K600X3D
Hisense,LED47K610J3DP,mt5880,LED47K610J3DP
Hisense,LED48K360X3D,mt5880,LED48K360X3D
Hisense,LED48K370,mt5880,LED48K370
Hisense,LED48K380U,msd6a918,LED48K380U
Hisense,LED48K681X3DU,msd6a918,LED48K681X3DU
Hisense,LED48L288,mt5880,LED48L288
Hisense,LED50G05,hisenseLED50G05,LED50G05
Hisense,LED50K260X3D,mt5880,LED50K260X3D
Hisense,LED50K360J,mt5880,LED50K360J
Hisense,LED50K360X3D,mt5880,LED50K360X3D
Hisense,LED50K370,mt5880,LED50K370
Hisense,LED50K380U,msd6a918,LED50K380U
Hisense,LED50K610X3D,mt5880,LED50K610X3D
Hisense,LED50K660X3D,hisenseLED50K660X3D,LED50K660X3D
Hisense,LED50K680X3DU,mt5327,LED50K680X3DU
Hisense,LED50L288,mt5880,LED50L288
Hisense,LED50XT880G3D,hisenseLED50XT880G3D,LED50XT880G3D
Hisense,LED50XT880G3DU,mst901,LED50XT880G3DU
Hisense,LED50XT900X3DU,mt5327,LED50XT900X3DU
Hisense,LED55K260X3D,mt5880,LED55K260X3D
Hisense,LED55K360X3D,mt5880,Hisense LED55K360X3D
Hisense,LED55K370,mt5880,LED55K370
Hisense,LED55K380U,msd6a918,LED55K380U
Hisense,LED55K600A3D,mt5880,LED55K600A3D
Hisense,LED55K600X3D,mt5880,LED55K600X3D
Hisense,LED55K610X3D,mt5880,LED55K610X3D
Hisense,LED55K680X3DU,mt5327,LED55K680X3DU
Hisense,LED55L288,mt5880,LED55L288
Hisense,LED55XT780G3D,hisenseLED55XT780G3D,LED55XT780G3D
Hisense,LED55XT810X3DU,msd6a918,LED55XT810X3DU
Hisense,LED55XT880G3DU,mst901,LED55XT880G3DU
Hisense,LED55XT900X3DU,mt5327,LED55XT900X3DU
Hisense,LED58K280J,mt5880,LED58K280J
Hisense,LED58K280U,mt5327,LED58K280U
Hisense,LED58K610X3D,mt5880,LED58K610X3D
Hisense,LED58K680X3DU,mt5327,LED58K680X3DU
Hisense,LED58XT880G3D,hisenseLED58XT880G3D,LED58XT880G3D
Hisense,LED58XT880J3DU,mst901,LED58XT880J3DU
Hisense,LED60K380,mt5327,LED60K380
Hisense,LED65K560J3DTB,hisenseLED65K560J3DTB,LED65K560J3DTB
Hisense,LED65K560J3DTR,hisenseLED65K560J3DTR,LED65K560J3DTR
Hisense,LED65K600X3D,mt5880,LED65K600X3D
Hisense,LED65K680X3DU,mt5327,LED65K680X3DU
Hisense,LED65XT780G3D,hisenseLED65XT780G3D,LED65XT780G3D
Hisense,LED65XT800X3DU,mt5327,LED65XT800X3DU
Hisense,LED65XT810X3DU,msd6a918,LED65XT810X3DU
Hisense,LED65XT880G3D,hisenseLED65XT880G3D,LED65XT880G3D
Hisense,LED65XT880G3DF,hisenseLED65XT880G3DF,LED65XT880G3DF
Hisense,LED65XT880G3DU,mst901,LED65XT880G3DU
Hisense,LED65XT890G3D,hisenseLED65XT890G3D,LED65XT890G3D
Hisense,LED65XT900G3DU,mst901,LED65XT900G3DU
Hisense,LED65XT900X3DU,mt5327,LED65XT900X3DU
Hisense,LED75XT890G3D,mst901,LED75XT890G3D
Hisense,LED75XT910G3DU,mt5327,LED75XT910G3DU
Hisense,LED84XT900G3D,hisenseLED84XT900G3D,LED84XT900G3D
Hisense,LED85XT910G3DU,mt5327,Vision20
Hisense,LT100K6900A,mt5327,LT100K6900A
Hisense,M20-M,HS9830SP,Hisense M20-M
Hisense,M3101BCD,m3101bcd,M3101BCD
Hisense,M470BSA,m470,M470BSA
Hisense,M470BSD,m470bsd,M470BSD
Hisense,M470BSE,m470bse,M470BSE
Hisense,M470BSG,m470bsg,M470BSG
Hisense,M470BSS,m470bss,M470BSS
Hisense,M701,M701,M701
Hisense,M821,HS8916QC,M821
Hisense,M821H,HS8916QC,M821H
Hisense,M821T,HS8916QC,SMART 4G HD Voice
Hisense,MEDION E4001,E4001,MEDION E4001
Hisense,MEDION X4701,x4701,MEDION X4701
Hisense,Oysters Pacific 800,x4701ae,Oysters Pacific 800
Hisense,PX1900,atm7039c,PX1900
Hisense,PX1900ES,atm7039c,PX7
Hisense,PX2000,hisensepx2000,PX2000
Hisense,PX2700,g18ref,PX2700
Hisense,PX2800,hisensepx2800,PX2800
Hisense,PX3000,mt5880,Hisense PX3000
Hisense,PX3000,mt5880,PX3000
Hisense,PX3100,mt5880,PX3100
Hisense,PX510,PX510,PX510
Hisense,PX530,PX8,PX8
Hisense,S1,HS8937QC,S1
Hisense,SKi630t,msm8226,SKi630t
Hisense,STARSHINE 4,HS6572MT,STARSHINE 4
Hisense,STARTRAIL 6 4G,L681,STARTRAIL 6 4G
Hisense,Sero 7,rk3168,E2171CA
Hisense,Sero 7,rk3168,E2171MX
Hisense,Sero 7,rk3168,E2171TK
Hisense,Sero 8,rk3188,E2281
Hisense,Sero 8,rk3188,E2281CA
Hisense,Sero 8,rk3188,E2281MX
Hisense,Sero 8,rk3188,E2281TK
Hisense,Sero 8,rk3188,E2281UK
Hisense,Sero 8 pro,rk3288,F5281
Hisense,Sero7,rk3168,E2171SS
Hisense,Sero7 LE,rk3026,E2371
Hisense,Sero8,rk3188,E2281SS
Hisense,SoundTab MA-317,rk3028a,Hisense SoundTab MA-317
Hisense,SoundTab MA-327,rk3028a,Hisense SoundTab MA-327
Hisense,U602,HS6580MT,HS-U602
Hisense,U606AE,U606AE,HS-U606
Hisense,U606AE,U606AE,PHS-402
Hisense,U607,U607,Bouygues Telecom Bs 403
Hisense,U609,U609,HS-U609
Hisense,U610,U610,HS-U610
Hisense,U610,U610E_1,HS-U610
Hisense,U688BE,MSM8212,HS-U688
Hisense,U800,U800,HS-U800
Hisense,U800E-1,U800E_1,HS-U800
Hisense,U800E-1,U800E_1,HS-U800E-1
Hisense,U966,u966e_1,U966
Hisense,U970,u970e_8,U970
Hisense,U988,U988,HS-U988
Hisense,U988AE,MSM8212,HS-U988
Hisense,U988E-1,U988E_1,HS-U988
Hisense,U988E-2,U988E_2,HS-U988
Hisense,VH777,VH777,VH777
Hisense,VIDAA_TV,Hi3751,VIDAA_TV
Hisense,VIDAA_TV,Hi3751v620,VIDAA_TV
Hisense,VIDAA_TV,MSD6A828,VIDAA_TV
Hisense,VIDAA_TV,MSD6A938,VIDAA_TV
Hisense,VIDAA_TV,mt5861,VIDAA_TV
Hisense,VIDAA_TV,mt5890,VIDAA_TV
Hisense,Vidaa,helium3,H7
Hisense,Vision,Vision,Vision
Hisense,Vision 2.5,vision2_5,vision2_5
Hisense,W270BD,W270BD,W270BD
Hisense,WA912,U912ATW,WA912
Hisense,WA960,U960Q_1,WA960
Hisense,WM8,wm8980s,WM8
Hisense,X1E1,X1E1,HS-X1
Hisense,XOLO,us9230e1,XOLO T1000
Hisense,c20,HS8929QC,Hisense C20
Hisense,c20ae,HS8929QC,C20
Hisense,c20fe-3,HS8929QC,Hisense C20
Hisense,e76mini,HS8937QC,Hisense E76mini
Hisense,l676be,HS8929QC,Hisense L676
Hisense,l691,msm8226,HS-L691
Hisense,l830,HS8937QC,STARXTREM 6
Hisense,u972,HS7731SP,U972
Hisense,vision2_1,vision2_1,vision2_1
"Hon Hai Precision Industry Co., Ltd.",,EP10_wifi,PocketBook A10
"Hon Hai Precision Industry Co., Ltd.",,EP5A_wifi,PocketBook A7
"Hon Hai Precision Industry Co., Ltd.",Germany,S9714,LIFETAB_S9714
"Hon Hai Precision Industry Co., Ltd.",nabi_XD,XD,NABIXD-NV10C
Honda,A-DA,e1853,14A-DA
Honda,A-DA,e1853,MY15ADA
Honda,A-DA,vcm30t30,MY17ADA
Honda,Accord,koelsch,MY16ADA
Honda,MY15ADA,koelsch,MY15ADA
Honda,NSX,koelsch,MY15ADA
Honda,Pilot,koelsch,MY15ADA
Honda,Ridgeline,koelsch,MY15ADA
Honda,Spirior,koelsch,MY15ADA
Honda,Unit Assy AVN,h16,SiRFSoC Android
Honeywell,70eL00,dblack,Dolphin 70e Black
Honeywell,70eLGN,dblack_gn,Dolphin 70e Black
Honeywell,70eLGN,dblack_go,Dolphin 70e Black
Honeywell,70eLW0,dblack_wo,Dolphin 70e Black
Honeywell,70eLWN,dblack_wn,Dolphin 70e Black
Honeywell,CT50,CT50L0N-CS15S,CT50
Honeywell,CT50,CT50L0N-CS16S,CT50
Honeywell,CT50,CT50LFN-CS16S,CT50
Honeywell,CT50,CT50LUN-CS15S,CT50
Honeywell,CT50,CT50LUN-CS16S,CT50
Honeywell,D75E,75E-L0N,D75E
Honeywell,Dolphin CT50,CT50L0N-CS13S,CT50
Honeywell,Dolphin CT50,CT50LFN-CS13S,CT50
